Location,Month,MinDelay,ExpDelay,MaxDelay,MAD,RealMinDelay,RealExpDelay,RealMaxDelay
TOLIARA,Oct,3.4568862,9.25,15.043114,2.358327,3.4568862,9.25,15.043114
TOLIARA,Nov,6.7068862,12.5,18.293114,2.358327,6.7068862,12.5,18.293114
TOLIARA,Dec,3.4531269,9.2462407,15.039354,2.358327,3.4531269,9.2462407,15.039354
YANGON,Jan,-2.8417468,1.68723,6.2162068,1.8437077,0,1.68723,6.2162068
YANGON,Feb,1.2906055,5.8195823,10.348559,1.8437077,1.2906055,5.8195823,10.348559
YANGON,Mar,6.1376899,10.666667,15.195643,1.8437077,6.1376899,10.666667,15.195643
YANGON,Apr,3.5181323,8.0471091,12.576086,1.8437077,3.5181323,8.0471091,12.576086
YANGON,May,-0.00304992,4.5259269,9.0549037,1.8437077,0,4.5259269,9.0549037
YANGON,Jun,5.8842131,10.41319,14.942167,1.8437077,5.8842131,10.41319,14.942167
YANGON,Jul,-1.3203016,3.2086752,7.737652,1.8437077,0,3.2086752,7.737652
YANGON,Aug,-0.57754511,3.9514317,8.4804085,1.8437077,0,3.9514317,8.4804085
YANGON,Sep,4.6530127,9.1819895,13.710966,1.8437077,4.6530127,9.1819895,13.710966
YANGON,Oct,1.6722061,6.2011829,10.73016,1.8437077,1.6722061,6.2011829,10.73016
YANGON,Nov,5.3306407,9.8596175,14.388594,1.8437077,5.3306407,9.8596175,14.388594
YANGON,Dec,-6.8280815,-2.2991047,2.2298721,1.8437077,0,0,2.2298721
